timestamp,car_id,country,city,heart_rate,signal_quality,motion_artifact,dropout,is_active,hr_diff,reliability
2026-04-21 22:45:48.604793,car_1,Sweden,Gothenburg,67.13974273509022,0.5552479527812318,False,False,False,,0.7776239763906159
2026-04-21 22:45:48.704793,car_1,Sweden,Gothenburg,70.05132317862386,0.8724391261242467,False,False,False,2.911580443533637,0.8604388270785335
2026-04-21 22:45:48.804793,car_1,Sweden,Gothenburg,70.02161222682827,0.888383483119945,False,False,False,0.029710951795593132,0.9433017358067097
2026-04-21 22:45:48.904793,car_1,Sweden,Gothenburg,71.5345610359685,0.5957938860773895,False,False,False,1.5129488091402266,0.7557751980479406
2026-04-21 22:45:49.004793,car_1,Sweden,Gothenburg,68.40176000960471,0.767648746390594,False,False,False,3.1328010263637793,0.8031379080624541
2026-04-21 22:45:49.104793,car_1,Sweden,Gothenburg,68.56314246008711,0.7899320771287409,False,False,False,0.16138245048239241,0.8901634221834265
2026-04-21 22:45:49.204793,car_1,Sweden,Gothenburg,68.52066252535143,0.7714479336983434,False,False,False,0.04247993473568101,0.8844522717956036
2026-04-21 22:45:49.304793,car_1,Sweden,Gothenburg,67.86516795203885,0.630366864901158,False,False,False,0.6554945733125805,0.7961492503153103
2026-04-21 22:45:49.404793,car_1,Sweden,Gothenburg,64.53811136671179,0.0,False,False,False,3.327056585327057,0.41509436011963396
2026-04-21 22:45:49.504793,car_1,Sweden,Gothenburg,71.71378452448974,0.6198521270412387,False,False,False,7.1756731577779505,0.6563074071056709
2026-04-21 22:45:49.604793,car_1,Sweden,Gothenburg,71.49572610536731,0.673421967619469,False,False,False,0.2180584191224284,0.8302400398330385
2026-04-21 22:45:49.704793,car_1,Sweden,Gothenburg,66.8648247658156,0.39044960095365566,False,False,False,4.630901339551713,0.5840255721020466
2026-04-21 22:45:49.804793,car_1,Sweden,Gothenburg,69.10617050673345,0.8287815743295062,False,False,False,2.2413457409178505,0.8541530595143498
2026-04-21 22:45:49.904793,car_1,Sweden,Gothenburg,68.52707491948215,0.703037265152331,False,False,False,0.5790955872513024,0.8346392214363283
2026-04-21 22:45:50.004793,car_1,Sweden,Gothenburg,68.65476206767171,0.7186624793170371,False,False,False,0.1276871481895654,0.8555249774653668
2026-04-21 22:45:50.104793,car_1,Sweden,Gothenburg,65.83169959565942,0.14415173756950428,False,False,False,2.823062472012296,0.4982886864933402
